Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
DATA SCIENTIST,₹520K - ₹592K (Glassdoor Est.),"Job Summary
Published on : 7 hours ago
Vacancy : 4
Employment Status : Full Time
Experience : 0 - 3 Yrs
Salary : 20000-30000
Interview Venue : AMBALA

Qualifications
You are ideally proficient in either Go, Python or Java
You have prior experience working on distributed systems
You are experienced at building highly available services, possessing knowledge of common service-oriented design patterns and service-to-service communication protocols
You are familiar with components of modern infrastructure like service discovery, secret storage, software-defined networking, etc.
Preferably, production experience with Kubernetes
Take initiative and be responsible for delivering complex software by working effectively with the team and other stakeholders

WHATSAPP YOUR RESUME/CV ON :(( +9I-76-17-57-33-20)) HR TEAM
Skills
Data Management ,
Qualifications
Any Degree
Diploma / Advanced Diploma",3.8,"AI Engineer
3.8",Ambāla,51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist & Business Development,₹520K - ₹592K (Glassdoor Est.),"We are looking for individuals who can turn data into information, information into insights and insights into business decisions.
Key Responsibilities:
You will be working on unique data consisting of around 1000 events per day. You will continuously drive data culture and evangelize use of data science in all possible aspects of business.
You will make sure that product is having end to end data points for partners and all stake holders to required information to grow the business.
Researching and developing algorithms/ models/ strategies for personalizing the product. Make sure developed algorithms drive significant lift in reality and refine as required
Help building ML/predictive framework to draw insights at scale for different aspects of business, for example understanding drivers of various customer behaviour or understanding points of failure
Develop strategies for effective data analysis and reporting
Help build and enhance sophisticated algorithms and various analytical tools to transform raw data into actionable business insight
Preparation and analysis of performance reports
Monitor the success of the clients and advise them by applying industry knowledge to interpret data and improve performance
Keep abreast of industry news and trends
Knowledge, Skills & Experience:
Excellent problem solving skills, with ability to communicate even complex ideas in succinct manner
Proven experience as a data scientist or data analyst
Strong work ethics like sense of collaboration and ownership, result orientation, being team player
Understanding of Python, Tableau, Power Bi, related tools used from data handling to modelling to implementation is preferred
Master’ or equivalent degree in Computer Science, Mathematics, Statistics and Information Systems.
Knowledge in SQL & Java script is a huge plus
Ability to display complex quantitative data in a simple, intuitive format and to present findings in a clear and concise manner
Understanding in machine learning, general statistics and data science principles",4.7,"Grid Logic Software Private Limited
4.7",Hyderābād,501 to 1000 Employees,2010,Company - Private,IT Service,Information Technology,Unknown / Non-Applicable
Data Architect - Analytics,₹520K - ₹592K (Glassdoor Est.),"Job Requisition ID #
21WD45677
Position Overview

We are looking for an experienced Data Architect to strengthen the Customer Success Organization (CSO) Data & Analytics team consisting of data engineers, BI developers, data analysts and data scientists. The mission of the team is to deliver actionable insights to the business teams. The main focus of your work will be designing and maintaining the data schemas and models and also building a comprehensive data catalogue that underpin all the products and services delivered by the CSO Data & Analytics team that facilitate data-driven actionable insights and decision making in the CSO at Autodesk.

The successful candidate will also act as a Team Leader to a small team of data engineers co-located in Bangalore all of whom will report into the Engineering Manager.

Responsibilities
Maintain detailed and accurate Logial and Physical data models that document how the various raw datasets sourced primarily, but not exclusively, and transformed into curated datasets
Design new data structures that can be implemented within existing data pipelines
Manage changes in the existing data models smoothly and in a timely manner to ensure all the involved parties are informed and all the products and services are operating correctly
Build and administer the comprehensive data catalogue describing field names and data types of datamarts developed by data engineers that can be used internally by BI developers and data analysts and externally by other data teams across the company
Maintain a full and current understanding of all data-based subsystems CSO D&A Solutions interact with
Translate deeply technical designs into business appropriate representations as well as analyze business needs and requirements ensuring implementation of data services directly correlates to the strategy and growth of the business
Collaborate with the Engineering Manager and the Solution Architect
Actively engage with Scrum teams as is necessary
Address questions and concerns from downstream data model consumers: data engineers, BI developers, data analysts, etc.
Partner with other data teams across the company, especially with the data team maintaining the enterprise Data Lake
Team Leadership for small team of Data Engineers
Minimum Qualifications
7+ years of experience with a range of database/data warehouse technologies and data architecture with demonstrated results implementing for business intelligence and analytics use
Data Modeling techniques (Object-oriented, relational, hierarchical, entity-relationship)
Advanced skills in SQL
Basic skills in Python
Experience with Salesforce objects
Experience in working with big datasets and complex data models
Advanced knowledge of data management systems, process, practices and standards
Experience with Atlassian Confluence
Experience with SalesForce Workbench
Experience with Diagramming Software (e.g. Lucidchart, draw.io, Visio, etc).
Experience with Git
Strong analytical, problem solving, presentation and interpersonal skills
Fluent English
Ready to work flexible European hours
Preferred Qualifications
Experience working with remote teams spread across multiple time-zones
Strong organizational skills and attention to detail
Have a hunger to learn and the ability to operate in a self-guided manner
#LI-POST

At Autodesk, we're building a diverse workplace and an inclusive culture to give more people the chance to imagine, design, and make a better world. Autodesk is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender, gender identity, national origin, disability, veteran status or any other legally protected characteristic. We also consider for employment all qualified applicants regardless of criminal histories, consistent with applicable law.

Are you an existing contractor or consultant with Autodesk? Please search for open jobs and apply internally (not on this external site). If you have any questions or require support, contact Autodesk Careers.",4.2,"Autodesk
4.2",Bangalore,5001 to 10000 Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
Trainee -Data Scientist,₹520K - ₹592K (Glassdoor Est.),"Overview:
The team that looks at constantly extracting valuable information for use in strategic decision making, product development, trend analysis, and forecasting. We deal with all kinds of structured/unstructured (image, text, etc) data and build data-driven solutions to solve customer problems. Our continued endeavor is to help users find a suitable match for themselves at the earliest.

Here is what we look for in a Data Scientist :
At Shaadi, we always put our users first. We are looking for A Data Scientist who is continuously adapting to new technologies and excited to work on products that affect millions of people every day.

 Be the USER: Start by looking at things from the user’s perspective and don’t stop until you’ve evaluated
how the solution has impacted the user.
 Deliver WOW: Never settle for mediocrity. Aspire for new user benchmarks and operational/technical excellence.
Passionately seek unconventional solutions that have the potential of redefining customer expectations.
 Embrace & Drive CHANGE: Embrace curiosity. Accept and enthusiastically encourage change while
questioning the status quo and showing initiative. Never let the fear of failing hold you back.

Role :
A Data Scientist is responsible for understanding and deriving insights from the data collected by the company. He would be responsible for maintaining the data and building models from scratch using this data and also tuning and improving existing models as per business requirements.

What you will do in this role
 Work with Product to identify opportunities for leveraging data to drive business solutions.
 Preprocess large amounts of structured and unstructured data and analyze it to discover trends and patterns
 Develop custom data models and algorithms, Use predictive modeling to increase and optimize customer
experiences, revenue generation, user-to-user discovery (matchmaking), weed out fraudster & scammers.
 Collaborate with engineering and product teams in deploying the Models.
 Develop processes and tools to monitor and analyze model performance and data accuracy.

What you should have
 2-3 years of Data Science & Machine Learning experience in consumer internet products and technologies or B2C business.
 Graduate/Post Graduate in Statistics, Computer Science or Engineering preferred; other graduate degrees should at least completed a diploma/certification in Data Science.
 Machine learning Skills: Expertise in recommender systems, user profiling, natural language processing, image processing and other machine learning and predictive modeling techniques is required
 Statistical Skills: Ability to work with large data sets and to interpret them statistically, find patterns (including anomaly detection) is expected.
 Programming Skills: Proficiency in R, Python & SQL is required along with hands-on experience of Numpy/Pandas/scikit-learn/Keras/Theano/TensorFlow (or similar) preferred.
 Visualization Skills: Ability to work with data warehousing solutions like Redshift, exposure to BI tools such as Looker or Tableau will be useful.
 Strong Problem-solving aptitude

Brownie Points
 Experience in working with big data platforms such as Hadoop, Spark, Hive, Pig will be useful.
 Exposure to BI tools such as Looker or Tableau will be useful.",4.5,"People Interactive Pvt Ltd.
4.5",Mumbai,1001 to 5000 Employees,1996,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Trainee -Data Scientist,₹520K - ₹592K (Glassdoor Est.),"Your Tasks
Validate requirements, execute projects and ensure the adoption of the best practices
Create, develop and enable data & AI opportunities across various business functions and business processes for our employees.
Design, build, test, deploy, evaluate and improve machine learning models. This includes data processing, data exploration, ML model development & training as well as the deployment
Set up of infrastructure (Microsoft Azure) and integration of data bases
Working in agile cross-functional teams in order to drive data & AI vision and broad adoption.
Remain accountable for quality, development, integration, impact and benefit realization of AI-driven solutions
Your Skills
Deep knowledge on Machine Learning technology and techniques from previous projects
3 years of professional experience as Data Scientist/ Software Developer
Computer Science education background
Programming skills in Python and preferably other languages
Understanding of databases (i.e., SQL, NoSQL), machine learning libraries (i.e.., TensorFlow, PyTorch, etc.) as well as cloud platforms (i.e.., Azure, AWS)
Research-minded, curious and a keen interest in new developments in the field
Object oriented programing
Familiarity with agile software engineering methodologies (SCRUM)
Communicate fluently in English
Languages
Python
and preferably other languages",3.7,"People Interactive Pvt Ltd.
4.5",Mumbai,10000+ Employees,-1,Company - Public,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD)
Machine Learning Engineer,₹520K - ₹592K (Glassdoor Est.),"Purpose of the job


You will be working in Elsevier Operations with a varied group and cross-functional team of IT and product colleagues to pilot and develop new machine learning methods. At the same time, the role implies that you will interact with the Technology Department to select appropriate platforms for the execution and productization of ML pipelines. Overall, your responsibility is to develop and productionize machine learning solutions aligned to business needs and push the boundaries by suggesting and driving new technologies. When successful, the Machine Learning Engineer will support the implementation of industry-scale high-quality production systems.

Key Areas


Machine Learning. This person will bring active experience to the organization on capturing structured human inputs related to publications and other forms of unstructured data. Applying and developing Machine Learning Techniques, the Machine Learning Specialist will drive the implementation of automated structuring and annotation processes.
He or she will bring new processes into the organization in order to improve (in cost and time-efficiency) the data annotation and structuring processes that Elsevier is engaged with.

Machine Learning Engineering. This person will design and productionize end-to-end high-performing machine learning solutions working at scale. They will have experience in a number of distributed data processing systems and frameworks and will be expected to be able to tune and adapt these systems to meet both functional and non-functional requirements. They also have good experience in software engineering/development. Finally, they have a good understanding of modern machine learning models.

Data Mining. This person preferably brings experience into the organization on extraction text and data information from structured and unstructured data. Other fields of data mining may also be highly relevant – e.g. processing bio-informatics data, image, or other signal processing. Applying and developing on these techniques, the Machine Learning Specialist will drive the implementation of automated recognition and annotation processes, in order to improve (in cost and time-efficiency) the data excerption processes that Elsevier is engaged with. the way in advancing science, technology, and medicine. Using the available base data, the NLP specialists will actively promote new ideas of using this data to enhance our competitive offerings.

Functional and Technical Competencies


Technical skills must include fluent Python, SQL as well as working with big data frameworks like Spark and Hadoop. Java or Scala is a plus. Proven experience developing production quality machine learning systems as well as a good understanding of machine learning models. Experience in the industry in scientific or healthcare disciplines is a plus. Experience working with a variety of stakeholders at the mid and senior management level. Is able to write design specifications, tests, maintaining documentation, and perform code reviews. Is familiar with principles of Continuous Integration/Continuous Deployment, Machine Learning model lifecycle, monitoring/alerting.

Education, Knowledge, Skills, and Experiences


University graduate (Master or Ph.D. level) computer science, computational linguistics, or an associated area. Experience working with production systems as an engineer including Machine Learning systems; industry experience a big bonus. Ability to drive new developments and implement process changes and disruptive technologies in the organization. Good communication and documentation skills with the ability to convey complex technical concepts to non-technical professionals. Knows how to develop production quality code (performant and scalable) and can lead others in this capacity.

Elsevier is an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law. If a qualified individual with a disability or disabled veteran needs a reasonable accommodation to use or access our online system, that individual should please contact 1.877.734.1938 or accommodations@relx.com.

Please read our Candidate Privacy Policy",4.5,"Elsevier
4.5",Chennai,5001 to 10000 Employees,1880,Subsidiary or Business Segment,Publishing,Media,$2 to $5 billion (USD)
Data Analyst,₹520K - ₹592K (Glassdoor Est.),"At Spice Money, we are about fun as much as we are about work. Being part of one of India’s biggest conglomerate, Spice Group, We have always known that only happy & motivated employees create great companies.Though great attention is focused on work, we ensure that employees enjoy their fair share of fun and frolic. Cultural events, sports and adventure activities, and a host of other initiatives are a part and parcel of life here.
We celebrate all festivals with great excitement & various onsite events /training etc. are organized from time to time. Latent talents are discovered at these meets and individuals and teams are given an equal opportunity to showcase and bring out their creative side.We have a dedicated club known as the ""Fun Committee"" that conducts various activities. The club is chaired and managed by the employees themselves & they have the power to decide what activities, event, etc. suit them best.

Data Analyst (Location: Mohali)
Qualification required: B.Tech / MCA
Experience required: 3 - 4 years
Create and develop reports, support in ETL process for the reports.
Exposure to Google BigQuery, Java, R Shiny, Tableau, Google Compute, Tableau, Python/ R, machine learning, dashboarding would be required.
Email us at human.resource@spicemoney.com

Growth
We are growing at a phenomenal
pace, grow with
us.
Benefits
We offer the best pay practices in the industry, great benefits and a safe working environment.
Training
Everyone is encouraged to avail the training sessions, to help enhance their personal and professional growth.
Family
We treat each other as family - we nurture, listen and help each other reach our true potential.
Committed
We are committed to the growth of
our employees, agents and
customers.",4.7,"Spice Money
4.7",SAS Nagar,201 to 500 Employees,-1,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable
DATA SCIENTIST - Machine Learning / Artificial Intelligence (PhD Degree),₹520K - ₹592K (Glassdoor Est.),"We are seeking a Data Scientist for one of the top reputed firms in Trivandrum/Thiruvananthapuram, who is smart and passionate, so should you be!
We are not looking for Ninjas but we are keen on hearing from you, who is settled to make a Great Mark in Career.

Our Client will help you achieve your Goals of Continuous Professional Development and Regular Career Progression sessions.

We think you fit the best, If :
You hold a PhD Degree (Ph.D / Doctor of Philosophy)
You have 1-8 years of solid experience in Machine Learning / Artificial Intelligence
You have strong hands-on experience in Computer Vision algorithms and Image/text/voice Processing
You can effectively multitask and operate problem in a team environment
You have the capability to interact with tremendous communication skills.

When you are onboard,
You will be responsible for Developing Technical and Functional Solutions for business ideas & concepts.
You will participate in every aspect of building and deploying creative new automation and machine learning algorithm for advanced text, voice, data analytics, knowledge graph creation.
You will be responsible to deliver significant and tangible results through innovative thinking and in-depth sector expertise.

Our Client embraces diversity and equal opportunity in a serious way. They are committed to building a team that represents a variety of backgrounds, perspectives, and skills.",4.0,"Roljobs Technology Services Pvt Ltd
4.0",Thiruvananthapuram,51 to 200 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Experienced Data Scientist,₹520K - ₹592K (Glassdoor Est.),"At Boeing, we are all innovators on a mission to connect, protect, explore and inspire. From the seabed to outer space, you’ll learn and grow, contributing to work that shapes the world. Find your future with us.
Boeing Global Services Digital Solutions team is currently looking for one Experienced Data Scientist to join their team in Bengaluru, KA. As a Software Engineer, you will be part of the Boeing Global Services Digital Solutions team, which develops software applications and products that create direct value to its customers. We provide re-vamped work environments focused on delivering data-driven solutions at a rapidly increased pace over traditional development. Be a part of our passionate and motivated team who are excited to use the latest in software technologies for modern web and mobile application development. Through our products we deliver innovative solutions to our global customer base at an accelerated pace.
Position Responsibilities:
Perform data mining and collection procedures
Ensure data quality and integrity, Interpret and analyze data problems
Visualize data and create reports
Experiments with new models and techniques
Determines how data can be used to achieve customer / user goals
Designs data modeling processes
Create algorithms and predictive models to for analysis
Enables development of prediction engines, pattern detection analysis, and optimization algorithms, etc.
Develops guidance for analytics-based wireframes
Organizes and conducts data assessments
Discovers insights from structured and unstructured data
Estimate user stories/features (story point estimation) and tasks in hours with the required level of accuracy and commit them as part of Sprint Planning.
Contributes to the backlog grooming meetings by promptly asking relevant questions to ensure requirements achieve the right level of DOR.
Raise any impediments/risks (technical/operational/personal) they come across and approaches Scrum Master/Technical Architect/PO accordingly to arrive at a solution.
Update the status and the remaining efforts for their tasks on a daily basis
Ensures change requests are treated correctly and tracked in the system, impact analysis done and risks/timelines are appropriately communicated.
Employer will not sponsor applicants for employment visa status.
Basic Qualifications (Required Skills/Experience):
Should have excellent communication and presentation skills
Supports determination of data analysis goals given business objectives. Supports determination of decision support needs. Matches data to requirements and performance metrics to support analysis.
Candidate should have experience in detailed data modeling including best fit methods, defining algorithms appropriate to the product, and the deployment and validation of the data model for verification of effectiveness.
Candidate should have expertise in using predictive/prescriptive analytic solutions to support operational objectives.
Develop software models to simulate real world problems to help operational leaders understand on which variables to focus. Candidate should have proficiency to streamline and optimize databases for efficient and consistent data consumption.
Position requires expertise in SQL, Python, Knowledge of Java, Oracle, R, Data modeling, Power BI
Expertise in understanding, analyzing & optimizing large complicated SQL statements
Strong knowledge and experience in T-SQL, database design, and ETL queries.
Experience in understanding and interacting with multiple data formats
Ability to rapidly learn and understand software from source code.
Must have experience working with cross-functional teams spread across multiple products and locations within Boeing and external partners.
Must be flexible, with a high tolerance for organizational complexity and ability to work with partners from within Boeing and outside, across different cultures and time-zones.
Extensive experience in collaborating within an Agile team setting, working as a group to drive Epic/Feature/Story creation as well as solution design and architecture.
Candidate must be a self-starter with a positive attitude, high ethics, strong analytical and creative problem solving skills and a track record of working successfully under pressure in a time-constrained environment.
Ability to independently execute & deliver on the backlog without dependency or hand-holding.
Should be an excellent team player.
Work in an Agile Scrum team following the best practices on Software Craftsmanship such as Test-driven development and Pair Programming/Peer Reviews.
Work in close cooperation and actively aligns with the technical roadmap with teams based in US.
Preferred Qualifications (Desired Skills/Experience):
Azure Cloud fundamentals.
Time series, BI/Visualization Tools - Power BI and Tablaeu, Languages - R/Phython
Deep Learning - Tensor flow
Machine Learning
NLP
This Position would require person to work in Flight Domain, below experience would be preferred
Past experience related to Aeronautical data / Aerospace / Aviation domain.
Past experience related to Aircraft Performance computation/optimization, Tail Specific Performance computations using big data analytics, ML and modeling.
Past experience related to EFB applications, Flight planning, Data link, Flight Management Computer and Airline Operations.
Good understanding of weather, air traffic constraints, ACARS, NOTAM’s, Routes, Flight profile, Flight Progress and demonstrated ability lead technology project and team management in one or more technology areas.
Knowledge of aviation industry is preferred.
Typical Education & Experience:
Education/experience typically acquired through advanced education (e.g. Bachelor) and typically 9 or more years' related work experience or an equivalent combination of education and experience (e.g. Master 7+ years' related work experience.
Relocation:
This position offers relocation based on candidate eligibility.",3.8,"BOEING
3.8",Bangalore,10000+ Employees,1916,Company - Public,Aerospace & Defence,Aerospace & Defense,$10+ billion (USD)
Senior Data Scientist,₹520K - ₹592K (Glassdoor Est.),"“The goal is to turn data into information and information into insight.”Carly Fiorina

Can you analyse our large corpus of driving data - literally terabytes every day - from millions of smartphones connected to vehicles and coax the data to provide insights? You will need to create algorithms and build models that will help you make recommendations that will drive business impact.

As a Senior Data Scientist, you will be a member of our world-class engineering team and as a technical leader, you will be expected to excel in a fast moving environment within Zendrive while leading a team of data scientists. Our goal is to provide a safer driving experience to the world at large, and in the process, accelerate the evolution of transportation.

What we expect from you:

Articulate goals, methodologies and insights effectively within the team and leadership
Develop new models of a complex system by correlating location-based trends and events
-Create A/B experiments - work with engineers to implement them and interpret their results
Architect our data warehousing strategy
Derive insights from data and answer difficult questions

What we want you to do:

Extract driving behaviour by analysing location and motion sensor data and separating signal from noise
Formulate physical problems as Data Science problems
Design data collection strategies
Recommend useful approaches from the latest developments in Statistics and Data Science for Zendrive’s problem domain.

What you need to have:

In addition to your well-honed communication, collaboration and leadership skills, you need to possess strong intuition for data and a keen aptitude for large scale data analysis. In addition, you need to have:

-BS / MS with a minimum 5 to 7 years’ experience as a data scientist or minimum of 2 years’ relevant experience post PhD in Statistics / -Machine Learning / Signal Processing
Experience in visualisation of complex data (ggplot / matplotlib)
Expertise in analytical tools such as Python (Numpy, Pandas, Scikit-learn, Tensorflow)

What will score bonus points:

Your ability to prototype algorithms and demonstrate gains on real data will help you score bonus points. Additional points may be scored for your working knowledge of Hadoop / Spark or other big data systems and your prior experience with sensor data and / or risk analysis.

What we offer you:

Working from a remote location of your choice, until such time as we figure that it is safe to move into a more conducive office space, which may not be anytime soon. Having said that, we provide a great collaborative environment even virtually with the best engineering talent to be found anywhere in the world. Along with a competitive salary, we will be providing you the opportunity to contribute to the development of products that make a real impact on the world.

If you are excited about the job description and see yourself excelling in this role, hit the APPLY FOR THIS JOB button at the end of this page. Our Talent Acquisition team will get in touch with you.",3.9,"Zendrive, Inc.
3.9",Bangalore,51 to 200 Employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Data Scientist- Marketing Analytics -Manager,₹520K - ₹592K (Glassdoor Est.),"Job Title
Data Scientist- Marketing Analytics -Manager
Job Description


#LI -PHILIN

About the organization

Philips Global Business Services LLP is a limited liability partnership organization with Royal Philips of the Netherlands. Royal Philips is a diversified technology company, focused on improving people's lives through meaningful innovation in the areas of Health Systems and Personal Health.

Royal Philips (NYSE: PHG, AEX: PHIA) is a leading health technology company focused on improving people's health and enabling better outcomes across the health continuum from healthy living and prevention, to diagnosis, treatment and home care. Philips leverages advanced technology, deep clinical, and consumer insights to deliver integrated solutions. Headquartered in the Netherlands, the company is a leader in diagnostic imaging, image-guided therapy, patient monitoring and health informatics, as well as in consumer health and home care. Philips' health technology portfolio generated 2017 sales of EUR 17.8 billion and employs approximately 74,000 employees with sales and services in more than 100 countries.

For information on Royal Philips, please visit www.philips.com

JD: Data Science Manager/Deputy Manager

Job location: Bangalore

Responsibilities
Analyzes, measures, and facilitates optimization of our marketing return on investments and tactics across multiple channels. Drive excellent practices and technical standards for establishing KPIs and goals for Marketing, developing information suites (Dashboards, reports, visualizations) fit for C-level consumption, and marketing campaign tracking and measurement.
Leverage machine learning models to address key growth challenges such as lifecycle marketing, predictive LTV, cross-channel spend allocation, response modelling, campaign/channel performance measurement methodologies, Program effectiveness and media attribution.
Develop and improve marketing mix and A&P models and frameworks to assign credit for traffic and conversions across a variety of Marketing channels and touchpoints.
Leverage Philips’ data to scale our ability to optimize marketing across the customer journey to optimize return on investment through analysis, modelling, experiments and pre-post analyses.
Develop and implement marketing data management practices
Ability to use data for Exploratory, descriptive, Inferential, Prescriptive, and Advanced Analytics - Mandatory
Ability to share dashboards, reports, and Analytical insights from data – Mandatory
Technical Knowledge and Skills required
Econometrics, Market mix modeling, some Operations research and affinity modeling experience is mandatory
Track record in delivering strong and impactful; competitor and market tracking insights
High affinity with applying new IT platforms / dash boarding software tools for reporting and Experience in a consumer focused, complex, matrixed, multinational environment, e.g. consumer goods, online services, e-commerce, or mobile applications
Competitor insight generation
Strong background into Database design, modeling and architecture – preferred Fluency in web analytics and deep technical understanding of how data are created from first party and third-party web beacons
Proficiency with R and/or Python libraries commonly used in data science

Soft Skills Required
Good communication and presentation skills
Highly driven, energetic, flexible, resourceful & ability to multitask
Clarity of thoughts and vision
Ability to ideate and bring solutions to the table
Adherence to timelines, without sacrificing quality of output
Hands on and detail oriented, with a strong ability to co-ordinate across different Geographies and with different stakeholders at Exec and Director levels
Straightforward, honest and succinct communicator. Can organize, clarify and communicate complex ideas quickly, succinctly and accurately.
Creative. Demonstrated ability to think innovatively—connecting the dots where others cannot when it comes to consumer/ customer and user data to create business building insights

Work Experience
Minimum 3-8 years of increasingly responsible experience in high impactful marketing analytics individual contributor roles
Can be from e-Commerce companies like Amazon, Flipkart etc.
In depth knowledge of multivariate statistical techniques including marketing mix modeling, attribution modelling, TURF, RAD, clustering, churn, customer scoring, neural networks amongst others
High affinity with AI powered insight tools and engines and application of data science to marketing problems
Rich experience in Marketing analytics with a strong understanding of the full range of online marketing channels, how they work, how they can be integrated, and how to evaluate them
Academics
Master’s degree in a quantitative discipline, e.g., Math, Statistics, Physics, Operations Research, Economics, Econometrics
MBA /BTech-BE from IIT/NITs or Tier 1 engineering schools only, , MS Analytics from Tier 1 schools; special preference to MBA from Mudra Institute of Communication, Ahmedabad or MBA schools that excel in Marketing
Strong exposure to Statistics – Predictive Analytics – Mandatory
Contact


If you forgot your password, you can click the Forgot Password button on the Sign In screen to reset it.

If you have any other questions regarding the recruitment process please refer to our FAQs. In case of technical difficulties with the website, please send an email to careersite@philips.com.
(Note: To ensure fairness and legal compliance in our recruitment processes, only technical issues will be monitored through the above inbox. Please do not submit resumes or applications to this email, as they will not be reviewed. Only applications received through the online application process will be considered.)",4.0,"Philips
4.0",Bangalore,10000+ Employees,1891,Company - Public,Healthcare Services & Hospital,Health Care,$10 to $25 million (USD)
Data Analyst /Data Scientist,₹520K - ₹592K (Glassdoor Est.),"Develop MIS report to help business understand the revenue generated through the upsell programs and track the conversions across the generated leads.
Customer segmentation based on their contactibility.
Upsell conversion tracking.
Email campaign conversion tracking.
Report creation at different levels.
Assisting the team in data preparation for lead generations.
Responsible for rolling out all campaigns on-time using different channels of communication.
Working with the analytics team, to automate the scoring procedures for the predictive models built by them for strategic marketing of various products.
Enhancement of the existing reporting systems.
Identified data issues and provided recommendations for resolution to ensure optimal performance.
Major role in campaign and report automation.
Performing quality checking for simple/medium campaigns/adhocs.
Data loading using SSIS for important campaigns/ adhocs/ reports.",3.8,"Shoppers Stop Ltd
3.8",Mumbai,5001 to 10000 Employees,1991,Company - Private,"Department, Clothing, & Shoe Shops",Retail,$10+ billion (USD)
Business and Data Analyst - GUR,₹520K - ₹592K (Glassdoor Est.),"Description

About this role

Team Overview

BlackRock is seeking a problem-solver who can immediately add new value to the Index & Data Solutions team (IDS). This team is responsible for the index and market data strategy for the firm and the management of the commercial relationships with each provider. This administration position is within the IDS Operations team and will be responsible for market data invoice processing, issue & inquiry resolution, and spend inventory maintenance.

Role Responsibility
Business analyst/Citizen developer function with hands on solution design and implementation
Develop technical solutions to process and data inefficiencies building capacity within IDS
Work with team members across BLK to leverage available tools and platform to create scalable solutions
Create datasets, reporst and analytics structures for internal stakeholders
Experience
Graduate or post-graduate degree in related field or applicable work experience.
Basic knowledge of Financial Markets
Experience working on Software as A Service (SAAS) required
Advanced Excel knowledge, knowledge and coding experience with SQL, Python, Java, RPA preferred
Data visualization experience preferred
Strong problem solving and analytical skills
Excellent time-management skills
Excellent communicator and a self-starter attitude who can deliver despite challenges
Highly organized, adaptable, with a sense of urgency and ability to handle multiple priorities, meeting deadlines while maintaining composure and integrity.
Enjoy working in and contribute to an inclusive & diverse environment
Team player who contributes to overall team performance and objectives
Our benefits

To help you stay energized, engaged and inspired, we offer a wide range of benefits including a strong retirement plan, tuition reimbursement, comprehensive healthcare, support for working parents and Flexible Time Off (FTO) so you can relax, recharge and be there for the people you care about.

About BlackRock
BlackRock's purpose is to help more and more people experience financial well-being. As a fiduciary to investors and a leading provider of financial technology, our clients turn to us for the solutions they need when planning for their most important goals. As of September 30, 2020, the firm managed approximately $7.81 trillion in assets on behalf of investors worldwide.
For additional information on BlackRock, please visit www.blackrock.com/corporate | Twitter: @blackrock | LinkedIn: www.linkedin.com/company/blackrock.

BlackRock is proud to be an Equal Opportunity and Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, national origin, religion, sex, sexual orientation, gender identity, disability, protected veteran status, and other statuses protected by law.

BlackRock will consider for employment qualified applicants with arrest or conviction records in a manner consistent with the requirements of the law, including any applicable fair chance law.",4.1,"BlackRock
4.1",Gurgaon,10000+ Employees,1988,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Data Analyst,₹520K - ₹592K (Glassdoor Est.),"Data Analyst Apply Job
Years of Experience: Minimum 2 to 3 Years
Location: Safaltek Software Pvt. Ltd. – Sec-67, Netsmartz Square, Mohali Refer Friend
Skill Sets: Python/R, Matplotlib, Seaborn, Excel, Tableau, Sisense, Data Visualization, Pandas, SQL, MongoDB, Data Cleaning & Data Munging, Dashboard designs, Analytics, Data Summary, DBMS.
Responsibilities:
Handling large dataset.
Data Preprocessing.
Generate Analytics report of Data.",3.6,"Safaltek
3.6",SAS Nagar,51 to 200 Employees,-1,Company - Private,IT Service,Information Technology,$25 to $50 million (USD)
